# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Mar 30 11:27:40 2017
#
# CONSTRAINT:  where (pl_pnum > 1
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_massblend:   Stellar Mass Blend Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radblend:    Stellar Radius Blend Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim
169,HAT-P-17,b,Transit,2,10.33852300,0.00000900,-0.00000900,0,0.088200,0.001400,-0.001400,0,0.342000,0.006000,-0.006000,0,89.200,0.200,-0.100,0,0.53400,0.01800,-0.01800,0,Mass,1.010,0.029,-0.029,0,0.64000,0.05000,-0.05000,0,0,0,0,0.86,0.04,-0.04,0,0,0.84,0.02,-0.02,0,0,2014-05-14,11.321,0.325,-0.325,0
170,HAT-P-17,c,Radial Velocity,2,5584.00000000,7700.00000000,-2100.00000000,0,5.600000,3.500000,-1.400000,0,0.390000,0.230000,-0.170000,0,,,,,3.40000,1.10000,-0.70000,0,Msini,,,,,,,,,0,0,0,0.86,0.04,-0.04,0,0,0.84,0.02,-0.02,0,0,2014-05-14,,,,
200,HAT-P-44,b,Transit,2,4.30121900,0.00001900,-0.00001900,0,0.050700,0.000700,-0.000700,0,0.044000,0.052000,-0.052000,0,89.100,0.400,-0.400,0,0.35200,0.02900,-0.02900,0,Mass,1.242,0.106,-0.051,0,0.23000,0.04000,-0.04000,0,0,0,0,0.94,0.04,-0.04,0,0,0.95,0.08,-0.04,0,0,2014-05-14,13.922,1.188,-0.572,0
201,HAT-P-44,c,Radial Velocity,2,872.20000000,1.70000000,-1.70000000,0,1.752000,0.025000,-0.025000,0,0.494000,0.081000,-0.081000,0,,,,,4.00000,1.40000,-0.80000,0,Msini,,,,,,,,,0,0,0,0.94,0.04,-0.04,0,0,0.95,0.08,-0.04,0,0,2014-05-14,,,,
254,HD 10180,c,Radial Velocity,6,5.75969000,0.00028000,-0.00028000,0,0.064120,0.001010,-0.001010,0,0.073000,0.031000,-0.031000,0,,,,,0.04160,0.00140,-0.00140,0,Msini,,,,,,,,,0,0,0,1.06,0.05,-0.05,0,0,1.11,0.04,-0.04,0,0,2015-06-25,,,,
255,HD 10180,d,Radial Velocity,6,16.35700000,0.00380000,-0.00380000,0,0.128590,0.002020,-0.002020,0,0.131000,0.052000,-0.052000,0,,,,,0.03780,0.00220,-0.00220,0,Msini,,,,,,,,,0,0,0,1.06,0.05,-0.05,0,0,1.11,0.04,-0.04,0,0,2015-06-25,,,,
256,HD 10180,e,Radial Velocity,6,49.74800000,0.02500000,-0.02500000,0,0.269900,0.004300,-0.004300,0,0.051000,0.033000,-0.033000,0,,,,,0.08050,0.00320,-0.00320,0,Msini,,,,,,,,,0,0,0,1.06,0.05,-0.05,0,0,1.11,0.04,-0.04,0,0,2015-06-25,,,,
257,HD 10180,f,Radial Velocity,6,122.74400000,0.23200000,-0.23200000,0,0.492900,0.007800,-0.007800,0,0.119000,0.054000,-0.054000,0,,,,,0.07220,0.00470,-0.00470,0,Msini,,,,,,,,,0,0,0,1.06,0.05,-0.05,0,0,1.11,0.04,-0.04,0,0,2015-06-25,,,,
258,HD 10180,g,Radial Velocity,6,604.67000000,10.42000000,-10.42000000,0,1.427000,0.028000,-0.028000,0,0.263000,0.152000,-0.152000,0,,,,,0.07320,0.01380,-0.01380,0,Msini,,,,,,,,,0,0,0,1.06,0.05,-0.05,0,0,1.11,0.04,-0.04,0,0,2015-06-25,,,,
259,HD 10180,h,Radial Velocity,6,2205.00000000,105.90000000,-105.90000000,0,3.381000,0.121000,-0.121000,0,0.095000,0.086000,-0.086000,0,,,,,0.20660,0.01390,-0.01390,0,Msini,,,,,,,,,0,0,0,1.06,0.05,-0.05,0,0,1.11,0.04,-0.04,0,0,2015-06-25,,,,
275,HD 106315,b,Transit,2,9.55210000,0.00190000,-0.00180000,0,0.090120,0.000830,-0.000850,0,,,,,88.400,1.100,-2.100,0,,,,,,0.199,0.027,-0.022,0,,,,,0,0,1,1.07,0.03,-0.03,0,0,1.18,0.11,-0.11,0,0,2017-03-02,2.230,0.300,-0.250,0
276,HD 106315,c,Transit,2,21.05760000,0.00200000,-0.00190000,0,0.152600,0.001400,-0.001400,0,,,,,89.420,0.400,-0.670,0,,,,,,0.352,0.037,-0.035,0,,,,,0,0,1,1.07,0.03,-0.03,0,0,1.18,0.11,-0.11,0,0,2017-03-02,3.950,0.420,-0.390,0
285,HD 108874,b,Radial Velocity,2,395.80000000,0.60000000,-0.60000000,0,1.038000,0.014000,-0.014000,0,0.082000,0.021000,-0.021000,0,,,,,1.29000,0.06000,-0.06000,0,Msini,,,,,,,,,0,0,0,0.95,0.04,-0.04,0,0,,,,,0,2014-05-14,,,,
286,HD 108874,c,Radial Velocity,2,1624.00000000,23.00000000,-23.00000000,0,2.659000,0.060000,-0.060000,0,0.239000,0.031000,-0.031000,0,,,,,0.99000,0.06000,-0.06000,0,Msini,,,,,,,,,0,0,0,0.95,0.04,-0.04,0,0,,,,,0,2014-05-14,,,,
288,HD 109271,b,Radial Velocity,2,7.85430000,0.00090000,-0.00090000,0,0.079000,0.001000,-0.001000,0,0.250000,0.080000,-0.080000,0,,,,,0.05400,0.00400,-0.00400,0,Msini,,,,,,,,,0,0,0,1.05,0.02,-0.02,0,0,,,,,,2014-05-14,,,,
289,HD 109271,c,Radial Velocity,2,30.93000000,0.02000000,-0.02000000,0,0.196000,0.003000,-0.003000,0,0.150000,0.090000,-0.090000,0,,,,,0.07600,0.00700,-0.00700,0,Msini,,,,,,,,,0,0,0,1.05,0.02,-0.02,0,0,,,,,,2014-05-14,,,,
295,HD 113538,b,Radial Velocity,2,663.20000000,8.40000000,-7.40000000,0,1.240000,0.040000,-0.040000,,0.140000,0.080000,-0.080000,0,,,,,0.36000,0.04000,-0.04000,0,Msini,,,,,,,,,0,0,0,0.58,0.05,-0.05,0,0,0.53,0.02,-0.02,0,0,2015-01-08,,,,
296,HD 113538,c,Radial Velocity,2,1818.00000000,25.00000000,-22.00000000,0,2.440000,0.070000,-0.070000,0,0.200000,0.040000,-0.040000,0,,,,,0.93000,0.06000,-0.06000,0,Msini,,,,,,,,,0,0,0,0.58,0.05,-0.05,0,0,0.53,0.02,-0.02,0,0,2015-01-08,,,,
302,HD 11506,b,Radial Velocity,2,1627.50000000,5.90000000,-5.90000000,0,2.708000,0.007000,-0.007000,0,0.370000,0.010000,-0.010000,0,,,,,4.21000,0.07000,-0.07000,0,Msini,,,,,,,,,0,0,0,1.24,0.02,-0.02,0,0,1.33,0.05,-0.05,0,0,2014-12-03,,,,
303,HD 11506,c,Radial Velocity,2,223.60000000,0.60000000,-0.60000000,0,0.721000,0.001000,-0.001000,0,0.240000,0.050000,-0.050000,0,,,,,0.36000,0.02000,-0.02000,0,Msini,,,,,,,,,0,0,0,1.24,0.02,-0.02,0,0,1.33,0.05,-0.05,0,0,2014-12-03,,,,
309,HD 11964,b,Radial Velocity,2,1945.00000000,26.00000000,-26.00000000,0,3.160000,0.190000,-0.190000,0,0.041000,0.047000,-0.047000,0,,,,,0.62200,0.05600,-0.05600,0,Msini,,,,,,,,,0,0,0,1.12,,,0,0,,,,,0,2014-05-14,,,,
310,HD 11964,c,Radial Velocity,2,37.91000000,0.04100000,-0.04100000,0,0.229000,0.013000,-0.013000,0,0.300000,0.170000,-0.170000,0,,,,,0.07880,0.00970,-0.00970,0,Msini,,,,,,,,,0,0,0,1.12,,,0,0,,,,,0,2014-05-14,,,,
316,HD 125612,b,Radial Velocity,3,559.40000000,1.30000000,-1.30000000,0,1.370000,,,0,0.460000,0.010000,-0.010000,0,,,,,3.00000,,,0,Msini,,,,,,,,,0,0,0,1.09,0.03,-0.03,0,0,,,,,0,2014-05-14,,,,
317,HD 125612,c,Radial Velocity,3,4.15470000,0.00050000,-0.00050000,0,0.050000,,,0,0.270000,0.120000,-0.120000,0,,,,,0.05800,,,0,Msini,,,,,,,,,0,0,0,1.09,0.03,-0.03,0,0,,,,,0,2014-05-14,,,,
318,HD 125612,d,Radial Velocity,3,3008.00000000,202.00000000,-202.00000000,0,4.200000,,,,0.280000,0.120000,-0.120000,0,,,,,7.20000,,,0,Msini,,,,,,,,,0,0,0,1.09,0.03,-0.03,0,0,,,,,0,2014-05-14,,,,
320,HD 12661,b,Radial Velocity,2,262.70900000,0.08300000,-0.08300000,0,0.807900,0.005200,-0.005200,0,0.376800,0.007700,-0.007700,0,,,,,2.17600,0.03700,-0.03700,0,Msini,,,,,,,,,0,0,0,1.02,0.02,-0.02,0,0,1.11,0.08,-0.08,0,0,2014-11-19,,,,
321,HD 12661,c,Radial Velocity,2,1708.00000000,14.00000000,-14.00000000,0,2.814500,0.023800,-0.023800,0,0.031000,0.022000,-0.022000,0,,,,,1.81200,0.04800,-0.04800,0,Msini,,,,,,,,,0,0,0,1.02,0.02,-0.02,0,0,1.11,0.08,-0.08,0,0,2014-11-19,,,,
323,HD 128311,b,Radial Velocity,2,453.01900000,0.40400000,-0.40400000,0,1.084000,0.006000,-0.006000,0,0.303000,0.011000,-0.011000,0,30.000,,,-1,1.76900,0.02300,-0.02300,0,Msini,,,,,,,,,0,0,0,0.83,0.01,-0.01,0,0,0.76,0.02,-0.02,0,0,2015-06-25,,,,
324,HD 128311,c,Radial Velocity,2,921.53800000,1.15000000,-1.15000000,0,1.740000,0.010000,-0.010000,0,0.159000,0.006000,-0.006000,0,55.950,14.553,-14.553,0,3.78900,0.92400,-0.43200,0,Mass,,,,,,,,,0,0,0,0.83,0.01,-0.01,0,0,0.76,0.02,-0.02,0,0,2015-06-25,,,,
334,HD 133131 A,b,Radial Velocity,2,649.00000000,3.00000000,-3.00000000,0,1.440000,0.005000,-0.005000,0,0.330000,0.030000,-0.030000,0,,,,,1.42000,0.04000,-0.04000,0,Msini,,,,,,,,,0,0,0,0.95,,,0,0,,,,,0,2016-09-08,,,,
335,HD 133131 A,c,Radial Velocity,2,3568.00000000,1084.00000000,-1084.00000000,0,4.490000,0.920000,-0.920000,0,0.490000,0.220000,-0.220000,0,,,,,0.42000,0.15000,-0.15000,0,Msini,,,,,,,,,0,0,0,0.95,,,0,0,,,,,0,2016-09-08,,,,
336,HD 133131 B,1,Radial Velocity,2,5769.00000000,831.00000000,-831.00000000,0,6.150000,0.590000,-0.590000,0,0.610000,0.040000,-0.040000,0,,,,,2.50000,0.05000,-0.05000,0,Msini,,,,,,,,,0,0,0,0.93,,,0,0,,,,,0,2016-09-08,,,,
337,HD 134987,b,Radial Velocity,2,258.19000000,0.07000000,-0.07000000,0,0.810000,0.020000,-0.020000,0,0.233000,0.002000,-0.002000,0,,,,,1.59000,0.02000,-0.02000,0,Msini,,,,,,,,,0,0,0,1.10,0.07,-0.04,0,0,1.25,0.04,-0.04,0,0,2014-05-14,,,,
338,HD 134987,c,Radial Velocity,2,5000.00000000,400.00000000,-400.00000000,0,5.800000,0.500000,-0.500000,0,0.120000,0.020000,-0.020000,0,,,,,0.82000,0.03000,-0.03000,0,Msini,,,,,,,,,0,0,0,1.10,0.07,-0.04,0,0,1.25,0.04,-0.04,0,0,2014-05-14,,,,
341,HD 13908,b,Radial Velocity,2,19.38200000,0.00600000,-0.00600000,0,0.154000,0.002500,-0.002500,0,0.020000,0.018000,-0.018000,0,,,,,0.86500,0.03500,-0.03500,0,Msini,,,,,,,,,0,0,0,1.29,0.04,-0.04,0,0,1.67,0.10,-0.10,0,0,2014-05-14,,,,
342,HD 13908,c,Radial Velocity,2,931.00000000,17.00000000,-17.00000000,0,2.030000,0.040000,-0.040000,0,0.120000,0.020000,-0.020000,0,,,,,5.13000,0.25000,-0.25000,0,Msini,,,,,,,,,0,0,0,1.29,0.04,-0.04,0,0,1.67,0.10,-0.10,0,0,2014-05-14,,,,
346,HD 141399,b,Radial Velocity,4,94.44000000,0.05000000,-0.05000000,0,0.415000,0.011000,-0.011000,0,0.040000,0.020000,-0.020000,0,,,,,0.45100,0.03000,-0.03000,0,Msini,,,,,,,,,0,0,0,1.07,0.08,-0.08,0,0,,,,,0,2016-02-25,,,,
347,HD 141399,c,Radial Velocity,4,201.99000000,0.08000000,-0.08000000,0,0.689000,0.020000,-0.020000,0,0.048000,0.009000,-0.009000,0,,,,,1.33000,0.08000,-0.08000,0,Msini,,,,,,,,,0,0,0,1.07,0.08,-0.08,0,0,,,,,0,2016-02-25,,,,
348,HD 141399,d,Radial Velocity,4,1069.80000000,6.70000000,-6.70000000,0,2.090000,0.060000,-0.060000,0,0.074000,0.025000,-0.025000,0,,,,,1.18000,0.08000,-0.08000,0,Msini,,,,,,,,,0,0,0,1.07,0.08,-0.08,0,0,,,,,0,2016-02-25,,,,
349,HD 141399,e,Radial Velocity,4,5000.00000000,560.00000000,-2000.00000000,0,5.000000,1.500000,-1.500000,0,0.260000,0.220000,-0.220000,0,,,,,0.66000,0.10000,-0.10000,0,Msini,,,,,,,,,0,0,0,1.07,0.08,-0.08,0,0,,,,,0,2016-02-25,,,,
351,HD 142,b,Radial Velocity,2,349.70000000,1.20000000,-1.20000000,0,1.020000,0.030000,-0.030000,0,0.170000,0.060000,-0.060000,0,,,,,1.25000,0.15000,-0.15000,0,Msini,,,,,,,,,0,0,0,1.23,0.22,-0.16,0,0,1.47,0.04,-0.04,0,0,2014-08-21,,,,
352,HD 142,c,Radial Velocity,2,6005.00000000,477.00000000,-477.00000000,0,6.800000,0.500000,-0.500000,0,0.210000,0.070000,-0.070000,0,,,,,5.30000,0.70000,-0.70000,0,Msini,,,,,,,,,0,0,0,1.23,0.22,-0.16,0,0,1.47,0.04,-0.04,0,0,2014-08-21,,,,
361,HD 1461,b,Radial Velocity,2,5.77152000,0.00045000,-0.00045000,0,0.063400,0.002200,-0.002200,0,0.172000,,,1,,,,,0.02026,0.00192,-0.00192,0,Msini,,,,,,,,,0,0,0,1.02,,,0,0,,,,,0,2015-11-19,,,,
362,HD 1461,c,Radial Velocity,2,13.50520000,0.00290000,-0.00290000,0,0.111700,0.003900,-0.003900,0,0.305000,,,1,,,,,0.01759,0.00230,-0.00230,0,Msini,,,,,,,,,0,0,0,1.02,,,0,0,,,,,0,2015-11-19,,,,
363,HD 147018,b,Radial Velocity,2,44.23600000,0.00800000,-0.00800000,0,0.238800,0.003900,-0.003900,0,0.468600,0.008100,-0.008100,0,,,,,2.12000,0.07000,-0.07000,0,Msini,,,,,,,,,0,0,0,0.93,0.03,-0.03,0,0,,,,,0,2014-05-14,,,,
364,HD 147018,c,Radial Velocity,2,1008.00000000,18.00000000,-18.00000000,0,1.922000,0.039000,-0.039000,0,0.133000,0.011000,-0.011000,0,,,,,6.56000,0.32000,-0.32000,0,Msini,,,,,,,,,0,0,0,0.93,0.03,-0.03,0,0,,,,,0,2014-05-14,,,,
379,HD 154857,b,Radial Velocity,2,408.60000000,0.50000000,-0.50000000,0,1.291000,0.008000,-0.008000,0,0.460000,0.020000,-0.020000,0,,,,,2.24000,0.05000,-0.05000,0,Msini,,,,,,,,,0,0,0,1.72,0.03,-0.02,0,0,1.76,0.06,-0.06,0,0,2014-05-14,,,,
380,HD 154857,c,Radial Velocity,2,3452.00000000,105.00000000,-105.00000000,0,5.360000,0.090000,-0.090000,0,0.060000,0.050000,-0.050000,0,,,,,2.58000,0.16000,-0.16000,0,Msini,,,,,,,,,0,0,0,1.72,0.03,-0.02,0,0,1.76,0.06,-0.06,0,0,2014-05-14,,,,
382,HD 155358,b,Radial Velocity,2,194.30000000,0.30000000,-0.30000000,0,0.640000,0.010000,-0.010000,0,0.170000,0.030000,-0.030000,0,,,,,0.85000,0.05000,-0.05000,0,Msini,,,,,,,,,0,0,0,,,,,,,,,,,2014-05-14,,,,
383,HD 155358,c,Radial Velocity,2,391.90000000,1.00000000,-1.00000000,0,1.020000,0.020000,-0.020000,0,0.160000,0.100000,-0.100000,0,,,,,0.82000,0.07000,-0.07000,0,Msini,,,,,,,,,0,0,0,,,,,,,,,,,2014-05-14,,,,
389,HD 159243,b,Radial Velocity,2,12.62000000,0.00400000,-0.00400000,0,0.110000,0.002000,-0.002000,0,0.020000,0.018000,-0.018000,0,,,,,1.13000,0.05000,-0.05000,0,Msini,,,,,,,,,0,0,0,1.12,0.03,-0.03,0,0,1.12,0.05,-0.05,0,0,2014-05-14,,,,
390,HD 159243,c,Radial Velocity,2,248.40000000,4.90000000,-4.90000000,0,0.800000,0.020000,-0.020000,0,0.075000,0.050000,-0.050000,0,,,,,1.90000,0.13000,-0.13000,0,Msini,,,,,,,,,0,0,0,1.12,0.03,-0.03,0,0,1.12,0.05,-0.05,0,0,2014-05-14,,,,
391,HD 159868,b,Radial Velocity,2,1178.40000000,8.80000000,-8.80000000,0,2.250000,0.030000,-0.030000,0,0.010000,0.030000,-0.030000,0,,,,,2.10000,0.11000,-0.11000,0,Msini,,,,,,,,,0,0,0,1.09,0.03,-0.03,0,0,,,,,0,2014-05-14,,,,
392,HD 159868,c,Radial Velocity,2,352.30000000,1.30000000,-1.30000000,0,1.000000,0.010000,-0.010000,0,0.150000,0.050000,-0.050000,0,,,,,0.73000,0.05000,-0.05000,0,Msini,,,,,,,,,0,0,0,1.09,0.03,-0.03,0,0,,,,,0,2014-05-14,,,,
393,HD 1605,b,Radial Velocity,2,577.90000000,5.60000000,-4.90000000,0,1.480000,0.020000,-0.010000,0,0.078000,0.082000,-0.035000,0,,,,,0.96000,0.06000,-0.04000,0,Msini,,,,,,,,,0,0,0,1.31,0.11,-0.11,0,0,3.80,0.40,-0.40,0,0,2015-04-01,,,,
394,HD 1605,c,Radial Velocity,2,2111.00000000,42.00000000,-32.00000000,0,3.520000,0.050000,-0.050000,0,0.098000,0.032000,-0.022000,0,,,,,3.48000,0.13000,-0.11000,0,Msini,,,,,,,,,0,0,0,1.31,0.11,-0.11,0,0,3.80,0.40,-0.40,0,0,2015-04-01,,,,
395,HD 160691,b,Radial Velocity,4,643.25000000,0.90000000,-0.90000000,0,1.497000,,,0,0.128000,0.017000,-0.017000,0,,,,,1.08000,,,0,Msini,,,,,,,,,0,0,0,1.08,0.05,-0.05,0,0,,,,,0,2014-08-21,,,,
396,HD 160691,c,Radial Velocity,4,4205.80000000,758.90000000,-758.90000000,0,5.235000,,,0,0.098500,0.062700,-0.062700,0,,,,,1.81400,,,0,Msini,,,,,,,,,0,0,0,1.08,0.05,-0.05,0,0,,,,,0,2014-08-21,,,,
397,HD 160691,d,Radial Velocity,4,9.63860000,0.00150000,-0.00150000,0,0.090940,,,0,0.172000,0.040000,-0.040000,0,,,,,0.03321,,,0,Msini,,,,,,,,,0,0,0,1.08,0.05,-0.05,0,0,,,,,0,2014-08-21,,,,
398,HD 160691,e,Radial Velocity,4,310.55000000,0.83000000,-0.83000000,0,0.921000,,,0,0.066600,0.012200,-0.012200,0,,,,,0.52190,,,0,Msini,,,,,,,,,0,0,0,1.08,0.05,-0.05,0,0,,,,,0,2014-08-21,,,,
402,HD 163607,b,Radial Velocity,2,75.29000000,0.02000000,-0.02000000,0,0.360000,0.010000,-0.010000,0,0.730000,0.020000,-0.020000,0,,,,,0.77000,0.04000,-0.04000,0,Msini,,,,,,,,,0,0,0,1.09,0.02,-0.02,0,0,1.63,0.07,-0.07,0,0,2015-02-05,,,,
403,HD 163607,c,Radial Velocity,2,1314.00000000,8.00000000,-8.00000000,0,2.420000,0.010000,-0.010000,0,0.120000,0.060000,-0.060000,0,,,,,2.29000,0.16000,-0.16000,0,Msini,,,,,,,,,0,0,0,1.09,0.02,-0.02,0,0,1.63,0.07,-0.07,0,0,2014-06-25,,,,
408,HD 164922,b,Radial Velocity,2,1201.10000000,5.60000000,-5.50000000,0,2.115000,0.012000,-0.012000,0,0.126000,0.049000,-0.050000,0,,,,,0.33855,0.01542,-0.01510,0,Msini,,,,,,,,,0,0,0,0.87,0.01,-0.01,0,0,1.00,0.02,-0.02,0,0,2016-10-27,,,,
409,HD 164922,c,Radial Velocity,2,75.76500000,0.05800000,-0.05600000,0,0.335100,0.001500,-0.001500,0,0.220000,0.130000,-0.130000,0,,,,,0.04059,0.00503,-0.00503,0,Msini,,,,,,,,,0,0,0,0.87,0.01,-0.01,0,0,1.00,0.02,-0.02,0,0,2016-10-27,,,,
414,HD 168443,b,Radial Velocity,2,58.11247000,0.00030000,-0.00030000,0,0.293100,0.001810,,0,0.528830,0.001030,-0.001030,0,,,,,7.65900,0.09750,-0.09750,0,Msini,,,,,,,,,0,0,0,0.99,0.02,-0.02,0,0,1.51,0.06,-0.06,0,0,2014-06-25,,,,
415,HD 168443,c,Radial Velocity,2,1749.83000000,0.57000000,-0.57000000,0,2.837300,0.018000,-0.018000,0,0.211300,0.001710,-0.001710,0,,,,,17.19300,0.21000,-0.21000,0,Msini,,,,,,,,,0,0,0,0.99,0.02,-0.02,0,0,1.51,0.06,-0.06,0,0,2015-02-05,,,,
418,HD 169830,b,Radial Velocity,2,225.62000000,0.22000000,-0.22000000,0,0.810000,,,0,0.310000,0.010000,-0.010000,0,,,,,2.88000,,,0,Msini,,,,,,,,,0,0,0,1.40,,,0,0,,,,,0,2014-06-25,,,,
419,HD 169830,c,Radial Velocity,2,2102.00000000,264.00000000,-264.00000000,0,3.600000,,,0,0.330000,0.020000,-0.020000,0,,,,,4.04000,,,0,Msini,,,,,,,,,0,0,0,1.40,,,0,0,,,,,0,2014-06-25,,,,
430,HD 177830,b,Radial Velocity,2,406.60000000,0.40000000,-0.40000000,0,1.221800,0.000800,-0.000800,0,0.009000,0.004000,-0.004000,0,,,,,1.49000,0.03000,-0.03000,0,Msini,,,,,,,,,0,0,0,1.47,,,0,0,2.62,0.06,-0.06,0,0,2014-05-14,,,,
431,HD 177830,c,Radial Velocity,2,110.90000000,0.10000000,-0.10000000,0,0.513700,0.000300,-0.000300,0,0.300000,0.100000,-0.100000,0,,,,,0.15000,0.02000,-0.02000,0,Msini,,,,,,,,,0,0,0,1.47,,,0,0,2.62,0.06,-0.06,0,0,2014-05-14,,,,
438,HD 181433,b,Radial Velocity,3,9.37430000,0.00190000,-0.00190000,0,0.080000,,,0,0.396000,0.062000,-0.062000,0,,,,,0.02400,,,0,Msini,,,,,,,,,0,0,0,0.78,,,,0,,,,,0,2014-07-23,,,,
439,HD 181433,c,Radial Velocity,3,962.00000000,15.00000000,-15.00000000,0,1.760000,,,0,0.280000,0.020000,-0.020000,0,,,,,0.64000,,,0,Msini,,,,,,,,,0,0,0,0.78,,,,0,,,,,0,2014-07-23,,,,
440,HD 181433,d,Radial Velocity,3,2172.00000000,158.00000000,-158.00000000,0,3.000000,,,0,0.480000,0.050000,-0.050000,0,,,,,0.54000,,,0,Msini,,,,,,,,,0,0,0,0.78,,,,0,,,,,0,2014-07-23,,,,
442,HD 183263,b,Radial Velocity,2,626.50000000,1.10000000,-1.10000000,0,1.510000,0.087000,-0.087000,0,0.356700,0.009000,-0.009000,0,,,,,3.67000,0.30000,-0.30000,0,Msini,,,,,,,,,0,0,0,1.17,0.10,-0.10,0,0,,,,,0,2014-07-23,,,,
443,HD 183263,c,Radial Velocity,2,3070.00000000,110.00000000,-110.00000000,0,4.350000,0.280000,-0.280000,0,0.239000,0.064000,-0.064000,0,,,,,3.57000,0.55000,-0.55000,0,Msini,,,,,,,,,0,0,0,1.17,0.10,-0.10,0,0,,,,,0,2014-07-23,,,,
446,HD 187123,b,Radial Velocity,2,3.09658280,0.00000780,-0.00000780,0,0.042600,0.002500,-0.002500,0,0.010300,0.005900,-0.005900,0,,,,,0.52300,0.04300,-0.04300,0,Msini,,,,,,,,,0,0,0,1.00,0.10,-0.10,0,0,,,,,0,2014-07-23,,,,
447,HD 187123,c,Radial Velocity,2,3810.00000000,420.00000000,-420.00000000,0,4.890000,0.530000,-0.530000,0,0.252000,0.033000,-0.033000,0,,,,,1.99000,0.25000,-0.25000,0,Msini,,,,,,,,,0,0,0,1.00,0.10,-0.10,0,0,,,,,0,2014-07-23,,,,
